train_loss,step,epoch,val_loss,test_loss
0.05223393067717552,3449,1,,
0.015506905503571033,3499,1,,
0.08682309836149216,3549,1,,
0.032275885343551636,3599,1,,
0.10809523612260818,3649,1,,
0.12634561955928802,3699,1,,
0.007648654747754335,3749,1,,
0.11338751763105392,3799,1,,
0.0043326448649168015,3849,1,,
0.027485957369208336,3899,1,,
0.1088605523109436,3949,1,,
0.25405681133270264,3999,1,,
0.10102987289428711,4049,1,,
0.024777786806225777,4099,1,,
0.14918960630893707,4149,1,,
0.010511425323784351,4199,1,,
0.08808351308107376,4249,1,,
0.07055511325597763,4299,1,,
0.2233724296092987,4349,1,,
0.09155180305242538,4399,1,,
0.12514188885688782,4449,1,,
0.07376574724912643,4499,1,,
0.023169470950961113,4549,1,,
0.008238246664404869,4599,1,,
0.02261785976588726,4649,1,,
0.09871681779623032,4699,1,,
0.040906116366386414,4749,1,,
0.009448172524571419,4799,1,,
0.020820973441004753,4849,1,,
0.0080743208527565,4899,1,,
0.07849662750959396,4949,1,,
0.2590412497520447,4999,1,,
0.16560254991054535,5049,1,,
0.03253889083862305,5099,1,,
0.1885521411895752,5149,1,,
0.18832238018512726,5199,1,,
0.0001977316860575229,5249,1,,
0.07036939263343811,5299,1,,
0.14167755842208862,5349,1,,
0.0688219964504242,5399,1,,
0.02215811237692833,5449,1,,
0.03039775788784027,5499,1,,
0.03367885947227478,5549,1,,
0.006959239020943642,5599,1,,
,5623,1,0.060352351516485214,
0.11915327608585358,5649,2,,
0.12121951580047607,5699,2,,
0.22907406091690063,5749,2,,
0.05190920829772949,5799,2,,
0.00028685128199867904,5849,2,,
0.15057222545146942,5899,2,,
0.02124088630080223,5949,2,,
0.1026274785399437,5999,2,,
0.005668798927217722,6049,2,,
0.21456566452980042,6099,2,,
0.03920084238052368,6149,2,,
0.016628801822662354,6199,2,,
0.03471895307302475,6249,2,,
0.013544299639761448,6299,2,,
0.008997402153909206,6349,2,,
0.14815686643123627,6399,2,,
0.07555080205202103,6449,2,,
0.07323622703552246,6499,2,,
0.18716038763523102,6549,2,,
0.08944754302501678,6599,2,,
0.04546581581234932,6649,2,,
0.06131095439195633,6699,2,,
0.13907334208488464,6749,2,,
0.020167043432593346,6799,2,,
0.10964179784059525,6849,2,,
0.028593523427844048,6899,2,,
0.024193475022912025,6949,2,,
0.015474716201424599,6999,2,,
0.06980551779270172,7049,2,,
0.02546178363263607,7099,2,,
0.04433046281337738,7149,2,,
0.05637548491358757,7199,2,,
0.08078619092702866,7249,2,,
0.03758702054619789,7299,2,,
0.01432381384074688,7349,2,,
0.05239066854119301,7399,2,,
0.0007616704679094255,7449,2,,
0.09888393431901932,7499,2,,
0.011230704374611378,7549,2,,
0.045184794813394547,7599,2,,
0.0406959094107151,7649,2,,
0.008577526547014713,7699,2,,
0.08820045739412308,7749,2,,
0.048308879137039185,7799,2,,
0.016183704137802124,7849,2,,
0.0014091546181589365,7899,2,,
0.09368254244327545,7949,2,,
0.0001503835228504613,7999,2,,
0.08979831635951996,8049,2,,
0.15318039059638977,8099,2,,
0.056515712291002274,8149,2,,
0.0664142519235611,8199,2,,
0.003181763691827655,8249,2,,
0.05284329131245613,8299,2,,
0.025769593194127083,8349,2,,
0.013412456028163433,8399,2,,
,8435,2,0.034501370042562485,
0.027740688994526863,8449,3,,
0.04261588677763939,8499,3,,
0.02541683427989483,8549,3,,
0.015247106552124023,8599,3,,
0.02349323406815529,8649,3,,
0.03849633410573006,8699,3,,
0.056633662432432175,8749,3,,
0.064240001142025,8799,3,,
0.012806969694793224,8849,3,,
0.0014631464146077633,8899,3,,
0.020536981523036957,8949,3,,
0.0021388614550232887,8999,3,,
0.033835746347904205,9049,3,,
0.012209121137857437,9099,3,,
0.007935850881040096,9149,3,,
0.03351305425167084,9199,3,,
0.0038119659293442965,9249,3,,
0.008030530996620655,9299,3,,
0.03674213960766792,9349,3,,
0.014640421606600285,9399,3,,
0.025510717183351517,9449,3,,
0.005711850244551897,9499,3,,
0.029864637181162834,9549,3,,
0.018169477581977844,9599,3,,
0.01285161729902029,9649,3,,
0.005281398072838783,9699,3,,
0.004981073085218668,9749,3,,
0.011407734826207161,9799,3,,
0.018515773117542267,9849,3,,
0.03942478075623512,9899,3,,
0.03450416773557663,9949,3,,
0.057799238711595535,9999,3,,
0.0029785032384097576,10049,3,,
0.030882850289344788,10099,3,,
0.004761103540658951,10149,3,,
0.0022600083611905575,10199,3,,
0.0015422008000314236,10249,3,,
0.00800362229347229,10299,3,,
0.03982428088784218,10349,3,,
0.010292306542396545,10399,3,,
0.030116084963083267,10449,3,,
0.05830647051334381,10499,3,,
0.011333029717206955,10549,3,,
0.03272716701030731,10599,3,,
0.017970707267522812,10649,3,,
0.0038552770856767893,10699,3,,
0.017200466245412827,10749,3,,
0.03150429204106331,10799,3,,
0.02340637892484665,10849,3,,
0.007812675088644028,10899,3,,
0.01842566952109337,10949,3,,
0.006811074446886778,10999,3,,
0.006742554251104593,11049,3,,
0.02322712168097496,11099,3,,
0.028444236144423485,11149,3,,
0.029115743935108185,11199,3,,
,11247,3,0.024065248668193817,
0.02830357477068901,11249,4,,
0.03763705864548683,11299,4,,
0.04568024352192879,11349,4,,
0.028795462101697922,11399,4,,
0.03489651530981064,11449,4,,
0.00276254303753376,11499,4,,
0.02828434482216835,11549,4,,
0.013063143007457256,11599,4,,
0.013876999728381634,11649,4,,
0.04171064868569374,11699,4,,
0.00848164688795805,11749,4,,
0.006004451308399439,11799,4,,
0.027043767273426056,11849,4,,
9.369372855871916e-05,11899,4,,
0.023364270105957985,11949,4,,
0.020469818264245987,11999,4,,
0.001236485200934112,12049,4,,
0.025772426277399063,12099,4,,
0.06457243114709854,12149,4,,
0.00022304004232864827,12199,4,,
0.030715517699718475,12249,4,,
0.006099272985011339,12299,4,,
0.018837228417396545,12349,4,,
0.025860268622636795,12399,4,,
0.02691851183772087,12449,4,,
0.038250669836997986,12499,4,,
0.0013993493048474193,12549,4,,
0.10895304381847382,12599,4,,
0.09379774332046509,12649,4,,
0.02597782202064991,12699,4,,
0.014245724305510521,12749,4,,
0.0030936896800994873,12799,4,,
0.05559280142188072,12849,4,,
0.031449094414711,12899,4,,
0.005464092828333378,12949,4,,
0.013344453647732735,12999,4,,
0.017941629514098167,13049,4,,
0.0005712556303478777,13099,4,,
0.040281347930431366,13149,4,,
0.03305935859680176,13199,4,,
0.014615253545343876,13249,4,,
0.05749428644776344,13299,4,,
0.0625278502702713,13349,4,,
0.027218874543905258,13399,4,,
0.009026565589010715,13449,4,,
0.01607024110853672,13499,4,,
0.022116003558039665,13549,4,,
0.0014565452001988888,13599,4,,
0.06317202001810074,13649,4,,
0.033779535442590714,13699,4,,
0.030863238498568535,13749,4,,
0.023288162425160408,13799,4,,
0.02962794154882431,13849,4,,
0.005876028910279274,13899,4,,
0.0019861790351569653,13949,4,,
0.01550118438899517,13999,4,,
0.014853409491479397,14049,4,,
,14059,4,0.026534641161561012,
,14060,5,,0.026534641161561012
