epoch,step,train_loss,val_loss,test_loss
2,7499,0.09888393431901932,,
2,7549,0.011230704374611378,,
2,7599,0.045184794813394547,,
2,7649,0.0406959094107151,,
2,7699,0.008577526547014713,,
2,7749,0.08820045739412308,,
2,7799,0.048308879137039185,,
2,7849,0.016183704137802124,,
2,7899,0.0014091546181589365,,
2,7949,0.09368254244327545,,
2,7999,0.0001503835228504613,,
2,8049,0.08979831635951996,,
2,8099,0.15318039059638977,,
2,8149,0.056515712291002274,,
2,8199,0.0664142519235611,,
2,8249,0.003181763691827655,,
2,8299,0.05284329131245613,,
2,8349,0.025769593194127083,,
2,8399,0.013412456028163433,,
2,8435,,0.034501370042562485,
3,8449,0.027740688994526863,,
3,8499,0.04261588677763939,,
3,8549,0.02541683427989483,,
3,8599,0.015247106552124023,,
3,8649,0.02349323406815529,,
3,8699,0.03849633410573006,,
3,8749,0.056633662432432175,,
3,8799,0.064240001142025,,
3,8849,0.012806969694793224,,
3,8899,0.0014631464146077633,,
3,8949,0.020536981523036957,,
3,8999,0.0021388614550232887,,
3,9049,0.033835746347904205,,
3,9099,0.012209121137857437,,
3,9149,0.007935850881040096,,
3,9199,0.03351305425167084,,
3,9249,0.0038119659293442965,,
3,9299,0.008030530996620655,,
3,9349,0.03674213960766792,,
3,9399,0.014640421606600285,,
3,9449,0.025510717183351517,,
3,9499,0.005711850244551897,,
3,9549,0.029864637181162834,,
3,9599,0.018169477581977844,,
3,9649,0.01285161729902029,,
3,9699,0.005281398072838783,,
3,9749,0.004981073085218668,,
3,9799,0.011407734826207161,,
3,9849,0.018515773117542267,,
3,9899,0.03942478075623512,,
3,9949,0.03450416773557663,,
3,9999,0.057799238711595535,,
3,10049,0.0029785032384097576,,
3,10099,0.030882850289344788,,
3,10149,0.004761103540658951,,
3,10199,0.0022600083611905575,,
3,10249,0.0015422008000314236,,
3,10299,0.00800362229347229,,
3,10349,0.03982428088784218,,
3,10399,0.010292306542396545,,
3,10449,0.030116084963083267,,
3,10499,0.05830647051334381,,
3,10549,0.011333029717206955,,
3,10599,0.03272716701030731,,
3,10649,0.017970707267522812,,
3,10699,0.0038552770856767893,,
3,10749,0.017200466245412827,,
3,10799,0.03150429204106331,,
3,10849,0.02340637892484665,,
3,10899,0.007812675088644028,,
3,10949,0.01842566952109337,,
3,10999,0.006811074446886778,,
3,11049,0.006742554251104593,,
3,11099,0.02322712168097496,,
3,11149,0.028444236144423485,,
3,11199,0.029115743935108185,,
3,11247,,0.024065248668193817,
4,11249,0.02830357477068901,,
4,11299,0.03763705864548683,,
4,11349,0.04568024352192879,,
4,11399,0.028795462101697922,,
4,11449,0.03489651530981064,,
4,11499,0.00276254303753376,,
4,11549,0.02828434482216835,,
4,11599,0.013063143007457256,,
4,11649,0.013876999728381634,,
4,11699,0.04171064868569374,,
4,11749,0.00848164688795805,,
4,11799,0.006004451308399439,,
4,11849,0.027043767273426056,,
4,11899,9.369372855871916e-05,,
4,11949,0.023364270105957985,,
4,11999,0.020469818264245987,,
4,12049,0.001236485200934112,,
4,12099,0.025772426277399063,,
4,12149,0.06457243114709854,,
4,12199,0.00022304004232864827,,
4,12249,0.030715517699718475,,
4,12299,0.006099272985011339,,
4,12349,0.018837228417396545,,
4,12399,0.025860268622636795,,
4,12449,0.02691851183772087,,
4,12499,0.038250669836997986,,
4,12549,0.0013993493048474193,,
4,12599,0.10895304381847382,,
4,12649,0.09379774332046509,,
4,12699,0.02597782202064991,,
4,12749,0.014245724305510521,,
4,12799,0.0030936896800994873,,
4,12849,0.05559280142188072,,
4,12899,0.031449094414711,,
4,12949,0.005464092828333378,,
4,12999,0.013344453647732735,,
4,13049,0.017941629514098167,,
4,13099,0.0005712556303478777,,
4,13149,0.040281347930431366,,
4,13199,0.03305935859680176,,
4,13249,0.014615253545343876,,
4,13299,0.05749428644776344,,
4,13349,0.0625278502702713,,
4,13399,0.027218874543905258,,
4,13449,0.009026565589010715,,
4,13499,0.01607024110853672,,
4,13549,0.022116003558039665,,
4,13599,0.0014565452001988888,,
4,13649,0.06317202001810074,,
4,13699,0.033779535442590714,,
4,13749,0.030863238498568535,,
4,13799,0.023288162425160408,,
4,13849,0.02962794154882431,,
4,13899,0.005876028910279274,,
4,13949,0.0019861790351569653,,
4,13999,0.01550118438899517,,
4,14049,0.014853409491479397,,
4,14059,,0.026534641161561012,
5,14060,,,0.026534641161561012
