epoch,step,train_loss,val_loss,test_loss
0,49,1.0573915243148804,,
0,99,1.0574822425842285,,
0,149,1.023648977279663,,
0,199,1.0165270566940308,,
0,249,0.9353060126304626,,
0,299,0.2588973939418793,,
0,349,0.17976659536361694,,
0,399,0.007589363493025303,,
0,449,0.6067588925361633,,
0,499,0.009999267756938934,,
0,549,0.08322104066610336,,
0,599,0.42097970843315125,,
0,649,0.6895379424095154,,
0,699,0.590813398361206,,
0,749,0.4704661965370178,,
0,799,0.6457746028900146,,
0,849,0.02823767252266407,,
0,899,0.5918315052986145,,
0,949,0.6084296703338623,,
0,999,0.5935184359550476,,
0,1049,0.04886728525161743,,
0,1099,0.5757589340209961,,
0,1149,0.6278380155563354,,
0,1199,0.5983015894889832,,
0,1249,0.04895704239606857,,
0,1299,0.03741747885942459,,
0,1349,0.3854181468486786,,
0,1399,0.5533983111381531,,
0,1449,0.6214858889579773,,
0,1499,0.3175957202911377,,
0,1549,0.48904064297676086,,
0,1599,0.19847233593463898,,
0,1649,0.0011070099426433444,,
0,1699,0.38857656717300415,,
0,1749,0.00882765557616949,,
0,1799,0.43094944953918457,,
0,1849,0.004713738337159157,,
0,1899,0.4088083505630493,,
0,1949,0.02890370413661003,,
0,1999,0.019798601046204567,,
0,2049,0.23981955647468567,,
0,2099,0.25942784547805786,,
0,2149,0.0009218392660841346,,
0,2199,0.055330950766801834,,
0,2249,0.4084739685058594,,
0,2299,0.16788192093372345,,
0,2349,0.21886073052883148,,
0,2399,0.16135534644126892,,
0,2449,0.06989128887653351,,
0,2499,0.15166939795017242,,
0,2549,0.2109733670949936,,
0,2599,0.10113499313592911,,
0,2649,0.05472889170050621,,
0,2699,0.0420924611389637,,
0,2749,0.08351707458496094,,
0,2799,0.020534919574856758,,
0,2811,,0.1179894208908081,
1,2849,0.12329446524381638,,
1,2899,0.05664209648966789,,
1,2949,0.08105851709842682,,
1,2999,0.08821292221546173,,
1,3049,0.1501820683479309,,
1,3099,0.02196226827800274,,
1,3149,0.08878963440656662,,
1,3199,0.004892794881016016,,
1,3249,0.3003445565700531,,
1,3299,0.01746821589767933,,
1,3349,0.08215924352407455,,
1,3399,0.038953959941864014,,
1,3449,0.05223393067717552,,
1,3499,0.015506905503571033,,
1,3549,0.08682309836149216,,
1,3599,0.032275885343551636,,
1,3649,0.10809523612260818,,
1,3699,0.12634561955928802,,
1,3749,0.007648654747754335,,
1,3799,0.11338751763105392,,
1,3849,0.0043326448649168015,,
1,3899,0.027485957369208336,,
1,3949,0.1088605523109436,,
1,3999,0.25405681133270264,,
1,4049,0.10102987289428711,,
1,4099,0.024777786806225777,,
1,4149,0.14918960630893707,,
1,4199,0.010511425323784351,,
1,4249,0.08808351308107376,,
1,4299,0.07055511325597763,,
1,4349,0.2233724296092987,,
1,4399,0.09155180305242538,,
1,4449,0.12514188885688782,,
1,4499,0.07376574724912643,,
1,4549,0.023169470950961113,,
1,4599,0.008238246664404869,,
1,4649,0.02261785976588726,,
1,4699,0.09871681779623032,,
1,4749,0.040906116366386414,,
1,4799,0.009448172524571419,,
1,4849,0.020820973441004753,,
1,4899,0.0080743208527565,,
1,4949,0.07849662750959396,,
1,4999,0.2590412497520447,,
1,5049,0.16560254991054535,,
1,5099,0.03253889083862305,,
1,5149,0.1885521411895752,,
1,5199,0.18832238018512726,,
1,5249,0.0001977316860575229,,
1,5299,0.07036939263343811,,
1,5349,0.14167755842208862,,
1,5399,0.0688219964504242,,
1,5449,0.02215811237692833,,
1,5499,0.03039775788784027,,
1,5549,0.03367885947227478,,
1,5599,0.006959239020943642,,
1,5623,,0.060352351516485214,
2,5649,0.11915327608585358,,
2,5699,0.12121951580047607,,
2,5749,0.22907406091690063,,
2,5799,0.05190920829772949,,
2,5849,0.00028685128199867904,,
2,5899,0.15057222545146942,,
2,5949,0.02124088630080223,,
2,5999,0.1026274785399437,,
2,6049,0.005668798927217722,,
2,6099,0.21456566452980042,,
2,6149,0.03920084238052368,,
2,6199,0.016628801822662354,,
2,6249,0.03471895307302475,,
2,6299,0.013544299639761448,,
2,6349,0.008997402153909206,,
2,6399,0.14815686643123627,,
2,6449,0.07555080205202103,,
2,6499,0.07323622703552246,,
2,6549,0.18716038763523102,,
2,6599,0.08944754302501678,,
2,6649,0.04546581581234932,,
2,6699,0.06131095439195633,,
2,6749,0.13907334208488464,,
2,6799,0.020167043432593346,,
2,6849,0.10964179784059525,,
2,6899,0.028593523427844048,,
2,6949,0.024193475022912025,,
2,6999,0.015474716201424599,,
2,7049,0.06980551779270172,,
2,7099,0.02546178363263607,,
2,7149,0.04433046281337738,,
2,7199,0.05637548491358757,,
2,7249,0.08078619092702866,,
2,7299,0.03758702054619789,,
2,7349,0.01432381384074688,,
2,7399,0.05239066854119301,,
2,7449,0.0007616704679094255,,
